"","testing","Individual","popChk","Year","y","yHat"
"25",30,"SL18-OI-18-FG2xSL18-LD-2-MG3","ES",2019,0.08,0.211849949419103
"26",31,"SL18-OI-18-FG3xSL18-LL-9-MG1","ES",2019,0.09,0.227228814434916
"27",32,"SL18-OI-18-FG3xSL18-OI-7-MG1","ES",2019,0.26,0.267571982788659
"28",33,"SL18-OI-18-FG5xSA18-CB-4-MG3","ES",2019,0.18,0.146824470990596
"29",34,"SL18-OI-18-FG5xSL18-LD-2-MG1","ES",2019,0.28,0.186149887420095
"30",35,"SL18-OI-18-FG5xSL18-SF-15-MG2","ES",2019,0.51,0.220671748130507
"31",36,"SL18-OI-18-FG6xSA18-CB-1-MG2","ES",2019,0.27,0.195328423043611
"32",37,"SL18-OI-18-FG6xSL18-NL-6-MG1","ES",2019,0.14,0.173655822080429
"33",38,"SL18-OI-2-FG2xSL18-LD-1-MG2","ES",2019,0.1,0.198722581233033
"34",40,"SL18-OI-2-FG3xSL18-NL-9-MG1","ES",2019,0.08,0.161949859083845
"35",41,"SL18-OI-2-FG3xSL18-SF-17-MG1","ES",2019,0.17,0.2687219653238
"36",42,"SL18-OI-6-FG1xSA18-CB-2-MG1","ES",2019,0.07,0.134385664021136
"37",43,"SL18-OI-6-FG1xSA18-CB-4-MG1","ES",2019,0.19,0.159048602061052
"38",44,"SL18-OI-6-FG1xSL18-LD-13-MG2","ES",2019,0.16,0.236365774816886
"39",45,"SL18-OI-6-FG1xSL18-LD-2-MG1","ES",2019,0.23,0.233090020132479
"40",46,"SL18-OI-6-FG1xSL18-LD-5-MG1","ES",2019,0.16,0.295566345218107
"41",48,"SL18-OI-6-FG1xSL18-NL-9-MG1","ES",2019,0.19,0.154424447795911
"42",49,"SL18-OI-6-FG1xSL18-SF-15-MG1","ES",2019,0.24,0.195460848186512
"43",50,"SL18-OI-6-FG1xSL18-SF-19-MG1","ES",2019,0.12,0.191695647576249
"44",51,"SL18-OI-7-FG3xSA18-CB-2-MG3","ES",2019,0.16,0.237257327396479
"45",52,"SL18-OI-9-FG1xSL18-LL-9-MG2","ES",2019,0.17,0.26170345733804
"46",97,"SL18-NL-10-FG1xSA18-CB-4-MG3","ES",2019,0.24,0.244488667674016
"47",98,"SL18-NL-10-FG1xSL18-LD-2-MG1","ES",2019,0.07,0.280348326871066
"48",100,"SL18-NL-10-FG1xSL18-OI-15-MG1","ES",2019,0.38,0.317216434863939
"49",101,"SL18-NL-10-FG1xSL18-OI-7-MG1","ES",2019,0.34,0.221955031968494
"50",102,"SL18-NL-10-FG1xSL18-SF-13-MG1","ES",2019,0.33,0.257417378592772
"51",103,"SL18-NL-10-FG3xSL18-NL-3-MG2","ES",2019,0.04,0.255254337752974
"52",104,"SL18-NL-2-FG1xSA18-CB-1-MG2","ES",2019,0.38,0.274422435507743
"53",105,"SL18-NL-2-FG1xSL18-LD-13-MG2","ES",2019,0.31,0.311455591874658
"54",106,"SL18-NL-2-FG1xSL18-SF-17-MG1","ES",2019,0.42,0.316633508455138
"55",107,"SL18-NL-2-FG3xSA18-CB-2-MG3","ES",2019,0.17,0.34445444845662
"56",108,"SL18-NL-2-FG3xSA18-CB-4-MG1","ES",2019,0.1,0.2811877776709
"57",109,"SL18-NL-2-FG3xSL18-LD-3-MG2","ES",2019,0.12,0.230552369254416
"58",110,"SL18-NL-2-FG3xSL18-OI-16-MG1","ES",2019,0.3,0.263027439756843
"59",111,"SL18-NL-3-FG1xSA18-CB-7-MG2","ES",2019,0.43,0.229256767987245
"60",112,"SL18-NL-3-FG1xSL18-OI-11-MG2","ES",2019,0.26,0.224791523281709
"61",113,"SL18-NL-3-FG1xSL18-SF-13-MG2","ES",2019,0.2,0.192814889267608
"62",114,"SL18-NL-3-FG2xSL18-SF-17-MG2","ES",2019,0.46,0.309403311866852
"63",115,"SL18-NL-3-FG3xSA18-CB-2-MG2","ES",2019,0.17,0.213997874362827
"64",117,"SL18-NL-6-FG1xSA18-CB-3-MG3","ES",2019,0.48,0.263747678545443
"65",118,"SL18-NL-6-FG1xSA18-CB-7-MG2","ES",2019,0.46,0.242489257980851
"66",119,"SL18-NL-6-FG1xSL18-LD-1-MG2","ES",2019,0.18,0.365383620367366
"67",120,"SL18-NL-6-FG1xSL18-LD-2-MG1","ES",2019,0.27,0.281603422501043
"68",121,"SL18-NL-6-FG1xSL18-LD-3-MG2","ES",2019,0.35,0.223368681451771
"69",122,"SL18-NL-6-FG1xSL18-NL-2-MG1","ES",2019,0.24,0.184590320101769
"70",123,"SL18-OI-11-FG3xSL18-CC-1-MG3","ES",2020,1.031543485,0.291114469832815
"71",125,"SL18-OI-5-FG5xSA18-CB-7-MG3","ES",2020,0.09321362,0.342216230250444
"72",126,"SL18-CC-1-FG2xSL18-OI-16-MG1","ES",2020,0.478797213,0.306977719232962
"73",128,"SL18-CC-5-FG2xSA18-CB-10-MG1","ES",2020,1.989688812,0.375460096267392
"74",130,"SL18-CC-5-FG3xSL18-OI-14-MG1","ES",2020,1.495930496,0.244971533124198
"75",131,"SL18-CC-11-FG3xSL18-CC-3-MG1","ES",2020,0.162226696,0.354286255942434
"76",132,"SL18-CC-11-FG3xSA18-CB-3-MG3","ES",2020,1.912050785,0.22750675492743
"77",134,"SL18-CC-11-FG3xSL18-JS-16-MG1","ES",2020,0.606503052,0.319471101806532
"78",137,"SL18-CC-1-FG3xSL18-OI-9-MG2","ES",2020,0.045545013,0.222161417524836
"79",139,"SL18-CC-5-FG1xSL18-JS-9-MG1","ES",2020,0.038572756,0.213966583905473
"80",140,"SL18-OI-15-FG1xSA18-CB-2-MG3","ES",2020,0.071632259,0.203844722027661
"81",141,"SL18-CC-12-FG3xSL18-OI-15-MG2","ES",2020,0.566752741,0.189660514066684
"82",145,"SL18-CC-5-FG3xSL18-JS-5-MG2","ES",2020,0.157828887,0.20197968985431
"83",148,"SL18-OI-15-FG2xSA18-CB-2-MG3","ES",2020,0.608846704,0.282686706809487
